Gene stable ID,drug_claim_name,drug_target_genes,genes_PPI1
ENSG00000021826,#Polidocanol - BioForm Medical/Chemische Fabrik Kreussler & Co#CARGLUMIC ACID#l-methionine#sodium benzoate / sodium phenylacetate#methionine#sodium phenylbutyrate#antiepileptics#Sodium Phenylbutyrate#valproic acid#Carglumic acid,,",ENSG00000118137"
ENSG00000023228,#NV-128#METFORMIN HYDROCHLORIDE#ME-344,,",ENSG00000124571,ENSG00000167080,ENSG00000154016,ENSG00000150961"
ENSG00000023445,#PMID25980951-Compound-27#PMID25980951-Compound-43#BIRINAPANT#LCL161#PMID25980951-Compound-1#TL 32711#HGS1029#AT-406#AEG40826#PMID25980951-Compound-44#AT-406#GDC0917#BESTATIN METHYL ESTER,,",ENSG00000182890,ENSG00000226761,ENSG00000167419,ENSG00000163202"
ENSG00000023734,#ADJUVANT,,",ENSG00000170293"
ENSG00000023909,#PMSG#CAROTENOID#MELATONIN#H2O2#CISPLATIN#ANTIOXIDANT#SULFORAPHANE,,",ENSG00000153071,ENSG00000078668"
ENSG00000026025,#PRITUMUMAB#ENU#GELDANAMYCIN#GANGLIOSIDE GM2#DIMETHYL SULFOXIDE#IL-2,,",ENSG00000122121"
ENSG00000026103,#THROMBIN#VALPROIC ACID#ARG098#APO-010#LITHIUM#TENIPOSIDE#AS101#ALL-TRANS RETINOIC ACID#CHOLECALCIFEROL#VITAMIN K#ARSENIC TRIOXIDE#SILICON PHTHALOCYANINE 4#EDELFOSINE#VB-111#CYCLOPHOSPHAMIDE#BISPECIFIC ANTIBODY#DAUNORUBICIN#5-FLUOROURACIL#CISPLATIN#DE-098#AD-CD154#MPA#ATORVASTATIN#BUTYRATE#ASPIRIN#FUDR#CYTOKINES#BCG#TESTOSTERONE#VESNARINONE#FAS LIGAND#PROTEASOME INHIBITOR#APG-101#PYRAZINAMIDE,,",ENSG00000213341,ENSG00000167419"
ENSG00000026508,#BIVATUZUMAB#acetaminophen#INTERFERON GAMMA#TUMOR NECROSIS FACTOR#GP-120#HYALURONAN#PF-03475952#BIWA 4#RG7356#DOCETAXEL#MOMETASONE FUROATE#MPA#BIVATUZUMAB MERTANSINE#A-6#CISPLATIN#GENTAMICIN,,",ENSG00000121410,ENSG00000100060,ENSG00000101361,ENSG00000102349,ENSG00000134352,ENSG00000137707,ENSG00000105205,ENSG00000183751,ENSG00000108590,ENSG00000129295"
ENSG00000027644,#HESPERADIN,,",ENSG00000184724"
ENSG00000027697,#INTERFERON GAMMA-1B#IFN-GAMMA#INTERFERON GAMMA-1B#INTERFERON GAMMA-1B#Tumor necrosis factor alpha (TNF-alpha) inhibitors#INDOLE-3-CARBINOL,,",ENSG00000170037,ENSG00000275700"
ENSG00000028137,#DIDANOSINE#CARBAMAZEPINE#LITHIUM#adalimumab#etanercept#CYT-6091#ustekinumab#ACTINOMYCIN D#STAVUDINE#infliximab,,",ENSG00000167419"
ENSG00000029559,#CYCLOSPORIN A#TNF-ALPHA#ZOLEDRONIC ACID#DAIDZEIN#INSULIN,,",ENSG00000100060"
ENSG00000032219,#ethanol,,",ENSG00000089597"
ENSG00000034152,#TRAMETINIB#BAY869766#ROSIGLITAZONE#GDC-0973#AZD6244#MEK162#WX-554#SELUMETINIB#PD 0325901#DABRAFENIB MESYLATE,,",ENSG00000213413,ENSG00000108312,ENSG00000141527,ENSG00000162643,ENSG00000175324"
ENSG00000035928,#PRALATREXATE,,",ENSG00000108771"
ENSG00000036530,#RC-8800#PMID25514969-Compound-12#PMID25514969-Compound-Figure2-2#PMID25514969-Compound-Figure2-3#TAK-935#PMID25514969-Compound-10#PMID25514969-Compound-11#PMID25514969-Compound-9#SOTICLESTAT#PMID25514969-Compound-8#PMID25514969-Compound-Figure2-4#PMID25514969-Compound-Figure3#PMID25514969-Compound-13,,",ENSG00000142945"
ENSG00000036565,#METHAMPHETAMINE,,",ENSG00000130707,ENSG00000179348"
ENSG00000036828,#EVOCALCET#Parathyroid Hormones And Analogues#STRONTIUM RANELATE#ATF-936#Parathyroid Hormone#Etelcalcetide#NPS-2143#AXT-914#CINACALCET HYDROCHLORIDE#NPS-2390#AMINOGLYCOSIDE ANTIBIOTICS#CINACALCET#Cinacalcet#ASP7991#RONACALERET#VELCALCETIDE#VITAMIN D#CINACALCET#MK-5442#ASP7991#TECALCET HYDROCHLORIDE#RONACALERET#KAI-4169#AMG 416#PAMIDRONATE,,",ENSG00000131966"
ENSG00000037280,#TAK-593#ALSTERPAULLONE#CENISERTIB#LENVATINIB#SP-600125#PF-562271#AZD-1152-HQPA#SORAFENIB TOSYLATE#ILORASERTIB#IBCASERTIB#CP-459632#AG-13958#BRIVANIB#TIVOZANIB#GEFITINIB#DOVITINIB#TOZASERTIB#ILORASERTIB#CEDIRANIB#VATALANIB#CEDIRANIB#DOVITINIB#TANDUTINIB#MOTESANIB#SORAFENIB#LINIFANIB#LINIFANIB#TAE-684#GW843682X#SOTRASTAURIN#X-82#NINTEDANIB#NINTEDANIB#PAZOPANIB#TELATINIB#ABT-869#GSK-269962A#ENTRECTINIB#SURUFATINIB#SUNITINIB MALATE#KENPAULLONE#GW441756X#SB-203580#REGORAFENIB#IMC-3C5#SUNITINIB#SUNITINIB#Taberminogene vadenovec#REGORAFENIB#CHLORPYRAMIN HYDROCHLORIDE#ENMD 2076#TAK-715#LENVATINIB#XL647#XL999#JNJ-26483327#VANDETANIB#CEP-7055#XL-999#XL-820#VATALANIB#CEDIRANIB#MOTESANIB#AXITINIB#AXITINIB#SORAFENIB TOSYLATE#FRUQUINTINIB#MK-2461#DOVITINIB#FORETINIB#GO-6976#1058137-23-7#PAZOPANIB#TELATINIB#LINIFANIB#X-82#NINTEDANIB ESYLATE#PAZOPANIB HYDROCHLORIDE#REGORAFENIB#ANLOTINIB#FAMITINIB#IMC-3C5#SB-220025#ORANTINIB#PI-88#PTC299#AZAKENPAULLONE#SUNITINIB#RG-1530#BRIVANIB ALANINATE#VANDETANIB#DORAMAPIMOD#ENMD-2076#XL647#LENVATINIB#ENMD-2076#VEGFR3 Monoclonal Antibody#SU-014813#AXITINIB#AXITINIB#CEP-5214#MOTESANIB#TIVOZANIB HYDROCHLORIDE#TIVOZANIB#DOVITINIB#VATALANIB#CEP-5214#VATALANIB#SORAFENIB#sorafenib#TIVOZANIB#MOTESANIB#VATALANIB#SORAFENIB#Tivozanib#TIVOZANIB#AXITINIB#TIVOZANIB#TELATINIB#PAZOPANI#OSI-632#PAZOPANIB#VARGATEF#PAZOPANIB#LENVATINIB MESYLATE#KRN-633#GLESATINIB#REGORAFENIB#MGCD265#MGCD265#TABERMINOGENE VADENOVEC#PI-88#IMC-3C5#Famitinib#sunitinib#4SC-203#VANDETANIB#ALN-VSP#VANDETANIB#Pyrimidine derivative 15#JNJ-26483327#E-10030#VANDETANIB#FRUQUINTINIB#CEDIRANIB#E-3810#SORAFENIB#CEDIRANIB#AXITINIB#SORAFENIB#E-3810#Fruquintinib#BMS-690514#OSI-930#SEMAXANIB#NINTEDANIB#LINIFANIB#FORETINIB#TELATINIB#PAZOPANIB#pazopanib#Sulfatinib#LUCITANIB#CEP-11981#MLN-8054#ERLOTINIB#SUNITINIB#XL820#L-21649#MGCD265,,",ENSG00000108349,ENSG00000121410,ENSG00000166136,ENSG00000141522"
ENSG00000038427,#CSA,,",ENSG00000124383"
ENSG00000039068,#COMBRETASTATIN-A4 PHOSPHATE#PROTEOLYTIC ENZYMES#ANTISERUM#Bicalutamide,,",ENSG00000054356,ENSG00000111790"
ENSG00000041357,#CARFILZOMIB#CARFILZOMIB#CARFILZOMIB#OPROZOMIB#MARIZOMIB#IXAZOMIB#BORTEZOMIB#BORTEZOMIB#cotinine#BORTEZOMIB#IXAZOMIB CITRATE,,",ENSG00000102158,ENSG00000186642,ENSG00000116288,ENSG00000126777,ENSG00000138435,ENSG00000164597"
ENSG00000041880,#RUCAPARIB CAMSYLATE#E-7016#KU-0058948#3-phenyl isoquinolin-1(2H) derivative 1#RUCAPARIB#OLAPARIB#VELIPARIB,,",ENSG00000184207"
ENSG00000042088,"#PHENYLSTIBONIC ACID#CARMINE#5-FLUOROINDOLE-2-CARBOXYLIC ACID#CEFOTAXIME SODIUM#AURINTRICARBOXYLIC ACID#FUMARPROTOCETRARIC ACID#ZIRAM#INDIUM CHLORIDE#NIMESULIDE#GATIFLOXACIN#ORTHO-PHTHALALDEHYDE#ARACHIDONOYL GLYCINE#LIPOIC ACID, ALPHA#irinotecan#DEOXYVASICINONE#CEFAMANDOLE SODIUM#MERCAPTOPURINE#IRETOL#LEAD DIACETATE TRIHYDRATE#DEMETHYLENCECALIN#NOREPINEPHRINE#PROPAZINE#NSC-88915#NORSTICTIC ACID#METHANANDAMIDE#8-GERANYLOXY PSORALEN#ISOSPAGLUMIC ACID#MERCURIC CHLORIDE#TESTOSTERONE#DIMERCAPROL#ESTRAMUSTINE#LINOLENIC ACID#SURAMIN HEXASODIUM#SLAZINIC ACID#CID 2056784#BENZOQUINONE#SURAMIN#PROTOPORPHYRIN#CHLORPYRIFOS#AMPICILLIN TRIHYDRATE#CEPHAPIRIN SODIUM#AVOBENZONE#IRIGENOL#QUINPIROLE#OXIDOPAMINE HYDROCHLORIDE#DOCOSATETRA-7Z,10Z,13Z,16Z-ENOYL ETHANOLAMIDE#BISMUTH SUBSALICYLATE#CEPHALOTHIN SODIUM#METHYLTHIONINIUM CHLORIDE#METHYLENE BLUE#PROGESTERONE#CEFIXIME#ELLAGIC ACID#ERBSTATIN#4-CHLOROMERCURIBENZOIC ACID#PHENYLMERCURIC ACETATE#ELLIPTECINE#DAPHNORIN#METHYLENE BLUE CHLORIDE HYDRATE#EPINEPHRINE BITARTRATE#BENZYL SALICYLATE#MEFENAMIC ACID",,",ENSG00000055917"
ENSG00000042832,#GENISTEIN#AMIODARONE#RETINOL#AMINOGLYCOSIDES#OCTREOTIDE#PREDNISOLONE#ROSIGLITAZONE#DEXAMETHASONE#RETINOIDS#ALL-TRANS-RETINOIC ACID#BISPECIFIC ANTIBODY#ADENOVIRUS VECTOR#AMINOGLUTETHIMIDE#TGFBETA1#HEXAMETHYLENEBISACETAMIDE#RETINOIC ACID#CALCITRIOL#HMBA#POLYETHYLENE GLYCOL#TC-99M MIBI#GAMMA-INTERFERON#IFN-ALPHA 2#ETHANOL#PREDNISONE#ANTIDEPRESSANT#ISOTRETINOIN#ACEBUTOLOL#13-CIS-RETINOIC ACID#IL-2#VACCINE#PHENYTOIN#5-AZACYTIDINE#FDG,,",ENSG00000164978"
ENSG00000044524,#KB004#KB-004#HESPERADIN#VANDETANIB#KB-004#Ifabotuzumab,,",ENSG00000174720,ENSG00000164877"
ENSG00000044574,#MIANSERIN#4-METHYLDAPHNETIN#IT-139#Platinum compounds#SAM-6#NORGESTREL#NKP-1339#THAPSIGARGIN#5-NITRO-2-PHENYLPROPYLAMINOBENZOIC ACID [NPPB]#AG-537#EUPAFOLIN#TCMDC-123749#DAPHNETIN#STROBOPININ#DI-TERT-BUTYLHYDROQUINONE#AG-490#CHLORQUINALDOL#FLUOROURACIL,,",ENSG00000118600,ENSG00000213995"
ENSG00000047457,#FREUNDS ADJUVANT#TUMOR NECROSIS FACTOR#TETRANDRINE#NICOTINE#HYDROXYUREA#ORAL CONTRACEPTIVE#DEXRAZOXANE#INTERFERON BETA#BSO#PROTOPORPHYRIN#OESTRADIOL#DANAZOL#CELL SURFACE ANTIGEN#ISOFLAVONE#CARDIOPROTECTIVE AGENT#CLOMIPHENE CITRATE#IMMUNOSUPPRESSIVE#DES#ISOPROTERENOL#PENICILLAMINE#AMPICILLIN#VINCRISTINE#SODIUM MOLYBDATE#IL-1RA#PROGESTERONE,,",ENSG00000116031,ENSG00000153071"
ENSG00000049768,#methotrexate#EPIRUBICIN,,",ENSG00000112983,ENSG00000275700,ENSG00000150779,ENSG00000121879,ENSG00000108590"
ENSG00000049860,#AMINOGLYCOSIDES#RABEPRAZOLE#ESTRAMUSTINE#N-ACETYLGLUCOSAMINE THIAZOLINE#CORTISONE#TAMOXIFEN#CDDP#THYROXINE#GENTAMICIN#CIS-PLATINUM#OMEPRAZOLE,,",ENSG00000198301"
ENSG00000050555,#OCRIPLASMIN,,",ENSG00000134352"
ENSG00000050748,#TAMATINIB#LINIFANIB#CYC-116#7-azaindole derivative 1#PMID25991433-Compound-F2#PMID25991433-Compound-J3#PMID25991433-Compound-J5#PMID25991433-Compound-P6#SP-600125#AG-1879#TAE-684#BENTAMAPIMOD#SB-202190#DNDI1417467#SB-203580#GW441756X#AM-111#GEFITINIB#RG-1530#PF-562271#CENISERTIB#CARDAMOMIN#R-1487#SB-220025#7-azaindole derivative 3#PMID25991433-Compound-A1#PMID25991433-Compound-A2#PMID25991433-Compound-A5#PMID25991433-Compound-A7#PMID25991433-Compound-D2#PMID25991433-Compound-O3#PMID25991433-Compound-P5#TANZISERTIB#PD-0166285#CC-401#TAK-715#GO-6976#PMID25991433-Compound-A3#PMID25991433-Compound-A9#PMID25991433-Compound-D1#PMID25991433-Compound-J2#sorafenib#PALBOCICLIB#OSI-632#DORAMAPIMOD#6-HYDROXYDOPAMINE#PAZOPANIB#JNK-401#7-azaindole derivative 2#7-azaindole derivative 5#PMID25991433-Compound-A10#PMID25991433-Compound-A11#PMID25991433-Compound-A6#PMID25991433-Compound-A8#PMID25991433-Compound-C1#PMID25991433-Compound-P1#PMID25991433-Compound-P4#CAMPTOTHECIN#JNK INHIBITOR VIII,,",ENSG00000162643,ENSG00000196782,ENSG00000166391,ENSG00000141527,ENSG00000108312,ENSG00000163202,ENSG00000226761"
ENSG00000050820,#celecoxib,,",ENSG00000145087,ENSG00000054356"
ENSG00000051180,#AMUVATINIB#AMUVATINIB,,",ENSG00000172543,ENSG00000111087,ENSG00000101654"
ENSG00000051382,#APITOLISIB#SF1126#CHEMOKINES#OCTREOTIDE#SAMOTOLISIB#SURAMIN#BUPARLISIB#BAY80-6946#QUERCETIN#EPINEPHRINE#ACTIVIN#TOPOISOMERASE-II INHIBITOR#GSK-1059615#GSK-2636771#GDC-0942#NVP-BEZ240#XL147#DACTOLISIB#BUPARLISIB HYDROCHLORIDE#BIOFLAVONOID#DHEA#GSK2636771#WX-037#AZD-8186#DS-7423#PKI-588#BAY 1082439#PF-04691502#PKI-592#PWT33597#ANTI-INFLAMMATORY DRUGS#NSAIDS#AZD8186#GDC-0980#AZD-6482#FIMEPINOSTAT#PAXALISIB#BYL719#LOVASTATIN#Buparlisib#SOPHORETIN#BACILLUS CALMETTE-GUERIN#PI-103#VS-5584#PICTILISIB#XL147#CHEMOPREVENTIVE#PQR309#BEZ235#BAY-1082439#RECILISIB#PUQUITINIB#GEDATOLISIB#SONOLISIB#SERM#TGFBETA1#I3C#UROKINASE-TYPE PLASMINOGEN ACTIVATOR#FLAVOPIRIDOL#PWT-33587#GSK2126458#GSK2126458#TYROSINE KINASE INHIBITORS#SF1126#OMIPALISIB#IZORLISIB#BKM120#BYL719#SF-1126#PILARALISIB#GDC-0941#XL-765#ACTINOMYCIN D#VOXTALISIB#PF-4691502#TASELISIB#ZSTK-474#PX-866#PX-866#PKI-587#ZINC SULFATE#SELECTIVE ESTROGEN RECEPTOR MODULATOR#PROGESTERONE#PROTEASOME INHIBITOR#NSAID#-SAR 260301.00#BCP9000383#BKM120#XL765#BAY80-6946#DOXORUBICIN#INDOLE-3-CARBINOL#CAMPTOTHECIN#PANULISIB#ZSTK474#NVP-BEZ236#BGJ398#GSK2636771#TROGLITAZONE#RETINOID#PKC412#INK-1117#DACTOLISIB#BGT-226#IL-2#TRAIL#RIGOSERTIB#CH-5132799#PKI-587,,",ENSG00000170037,ENSG00000160349"
ENSG00000051523,#doxorubicin#rituximab#cisplatin#idarubicin#cyclophosphamide#simvastatin#prednisone#vincristine,,",ENSG00000069493,ENSG00000175324,ENSG00000100060"
ENSG00000053747,#OCRIPLASMIN,,",ENSG00000144635,ENSG00000134352"
ENSG00000054983,#BUSULFAN,,",ENSG00000101199,ENSG00000143365,ENSG00000198917,ENSG00000198301"
ENSG00000055118,"#SOTALOL HYDROCHLORIDE#AMIFAMPRIDINE#GR-89696#GNF-PF-2323#MMV006169#DOMPERIDONE#ROPINIROLE HYDROCHLORIDE#METHYLROSANILINE#(-)-U-50488 METHANE SULFONATE#MMV000570#CLOMIPRAMINE HYDROCHLORIDE#TCMDC-123992#Celiprolol#SOTALOL#M100907#Isoindoline derivative 1#Isoindoline derivative 2#ENDRIN#MMV006861#CAPTAN#MMV396669#DOFETILIDE#GNF-PF-2300#TCMDC-123502#KETANSERIN TARTRATE#MMV007474#TCMDC-124634#NORTRIPTYLINE HYDROCHLORIDE#QUINACRINE DIHYDROCHLORIDE#GNF-PF-1686#FLUPHENAZINE DIHYDROCHLORIDE#TCMDC-123523#GNF-PF-4791#TCMDC-124617#ORPHENADRINE (CHLORIDE)#4-NONYLPHENOL#TCMDC-123826#quinidine#amiodarone#prenylamine#DOFETILIDE#DRONEDARONE#AMIODARONE#VESNARINONE#LOXAPINE SUCCINATE#IDARUBICIN#mibefradil#MMV006787#METHOXYVERAPAMIL HYDROCHLORIDE#AZD1305#SB-216763#TCMDC-123781#CHLORPROMAZINE HYDROCHLORIDE#MMV274073#BRL-54443#TERFENADINE#MMV396635#GNF-PF-3446#FLUSPIRILENE#terodiline#terfenadine#atenolol#SU-6656#TCMDC-125625#SJ000217121#RETINOL#DOBUTAMINE HYDROCHLORIDE#TCMDC-124632#GUANIDINE HYDROCHLORIDE#NERISPIRDINE#MITOTANE#GBR-12909#LY-310762#(+/-)-OCTOCLOTHEPIN MALEATE#BENZTROPINE MESYLATE#MMV007181#NCG-C00093990-01#MMV000653#CLORGYLINE HYDROCHLORIDE#FENOLDOPAM BROMIDE#MMV001049#FLECAINIDE ACETATE#RITANSERIN#GNF-PF-4857#CITALOPRAM HYDROBROMIDE#GW7074#PROPAFENONE HYDROCHLORIDE#ZIRAM#astemizole#levomethadyl acetate#IBUTILIDE#YOHIMBINE HYDROCHLORIDE#PHENOLPHTHALEIN#SJ000157363#PROPAFENONE#SJ000053346#IBUTILIDE#MMV000340#MMV007764#RO-84304#MMV667491#SKF-38393#MAPROTILINE HYDROCHLORIDE#SULPIRIDE#MMV665830#MMV665852#SOTALOL HYDROCHLORIDE#MMV665944#BMY-7378#GUANABENZ ACETATE#S(+)-RACLOPRIDE L-TARTRATE#L-733060#SJ000171111#RPR-260243#MMV008212#GNF-PF-4431#AMPEROZIDE HYDROCHLORIDE#THIORIDAZINE HYDROCHLORIDE#OESTRADIOL#sertindole#thioridazine#SERTINDOLE#Pyrido[3,2-e][1,2,4]triazolo[4,3-a]pyrazine derivative 2#Isoindoline derivative 3#APTIGANEL HYDROCHLORIDE#MMV667489#OMARIGLIPTIN#AMIODARONE HYDROCHLORIDE#R(-)-PROPYLNORAPOMORPHINE HCL#TCMDC-123598#DESIPRAMINE HYDROCHLORIDE#MMV000621#MMV080034#GR-4661#MMV011522#MMV000839#DOFETILIDE#DRONEDARONE#AMIODARONE HYDROCHLORIDE#RALOXIFENE HYDROCHLORIDE#NOMIFENSINE MALEATE#MMV665886#BP-897#TCMDC-125281#SPIPERONE HYDROCHLORIDE#BENZAMIL HYDROCHLORIDE#METHIOTHEPIN MESYLATE#TCMDC-124340#CGS-12066A MALEATE#U-101958#MMV666687#PERPHENAZINE#CISAPRIDE#DAPH#MMV666093#PHENTOLAMINE MESYLATE#ZIMELIDINE DIHYDROCHLORIDE#SJ000217742#bisoprolol#NITD609#AMSACRINE HYDROCHLORIDE#DICOFOL#BUDIODARONE#N-AMINOHEXYL-5-CHLORO-1-NAPTHALENESULFONAMIDE HYDROCHLORIDE#doxepin#THIRAM#DEXPROPRANOLOL HYDROCHLORIDE#IBUTILIDE FUMARATE#TEDISAMIL#SJ000093004#CYPROHEPTADINE HYDROCHLORIDE#TCMDC-123535#RISPERIDONE#MMV020651#CHLORPHENIRAMINE MALEATE#NYLIDRIN HYDROCHLORIDE#U-37883A#MMV001241#METHAPYRILENE HYDROCHLORIDE#PYRILAMINE#TCMDC-124919#FLUOXETINE HYDROCHLORIDE#MMV396794#ANXIOLYTIC#doxazosin#calcium channel blockers#grepafloxacin#TCMDC-124696#H-89 CHLORIDE#TCMDC-124399#MIBEFRADIL DIHYDROCHLORIDE#DOMIPHEN BROMIDE#TCMDC-123456#PHENOXYBENZAMINE HYDROCHLORIDE#5-(N-METHYL-N-ISOBUTYL)AMILORIDE#SAQUINAVIR MESYLATE#MMV665812#MMV001230#OXYBUTYNIN CHLORIDE#TCMDC-124226#MMV020403#DISOPYRAMIDE PHOSPHATE#BENOXATHIAN HYDROCHLORIDE#SJ000156747#DICHLOROPHEN#NALOXONE BENZOYLHYDRAZONE#MMV667492#FENOFIBRATE#MMV665814#clarithromycin#ISOQUINE#Pyrido[3,2-e][1,2,4]triazolo[4,3-a]pyrazine derivative 1#Quinoline derivative 11#Quinoline derivative 12#Isoindoline derivative 4#PD-169316#IMIPRAMINE HYDROCHLORIDE#R(-)-APOCODEINE HCL#NCG-C00094300-01#DALFAMPRIDINE#CALCIMYCIN#DEXBROMPHENIRAMINE MALEATE#S-(+)-FLUOXETINE HCL#LOBELINE HYDROCHLORIDE#GNF-PF-5561#CP-55940#MMV665850#NISOXETINE HYDROCHLORIDE#TCMDC-124312#PYRROLIDINE DITHIOCARBAMIC ACID, AMMONIUM SALT#SJ000093125#AMITRIPTYLINE HYDROCHLORIDE#methadone#moxifloxacin#SB-224289#hydroxyzine#GENTIAN VIOLET#TCMDC-124448#OXATOMIDE#CYCLOBENZAPRINE HYDROCHLORIDE#ALPRENOLOL HYDROCHLORIDE#TCMDC-124003#MMV006319#GNF-PF-1782#CALMIDAZOLIUM CHLORIDE#SJ000310535#PAROXETINE HYDROCHLORIDE#SB-262470#L-162313#CARBETAPENTANE CITRATE#MMV665929#GNF-PF-2776#OLEIC ACID#PERGOLIDE MESYLATE#L-745870#TRIFLUPROMAZINE HYDROCHLORIDE#MMV665927#LOPERAMIDE HYDROCHLORIDE#droperidol#AZD7009#SKF-83565 HYDROBROMIDE#DIPHENHYDRAMINE HYDROCHLORIDE#SKF-89976A#AMIFAMPRIDINE PHOSPHATE#CLOTRIMAZOLE#MMV006558#MMV006587#TCMDC-123912#TYRPHOSTIN AG 879#MMV008160#HEXAHYDRO-SILA-DIFENIDOL HCL#BUTACLAMOL HYDROCHLORIDE#SERTRALINE HYDROCHLORIDE#TCMDC-124995#DARUISOLINE#DOXAZOSIN MESYLATE#GR-127935#telithromycin#fluoxetine#HP-184#ELIPRODIL#MMV006087#nitrendipine#pyrilamine#TCMDC-124183#LIRANAFTATE#METERGOLINE#CHLORANIL#AFIMOXIFENE#IOFETAMINE HYDROCHLORIDE#PYRILAMINE MALEATE#ISOLIQUIRITIGENIN#TAMOXIFEN CITRATE#BUSPIRONE HYDROCHLORIDE#TCMDC-124635#SPIROXATRINE#VERAPAMIL HYDROCHLORIDE#MMV396632#MMV020490#TRIFLUPERIDOL HYDROCHLORIDE#erythromycin#probucol#SOTALOL#ABT-229#Quinoline derivative 13#Isoindoline derivative 5#ECONAZOLE NITRATE#PROPIONYLPROMAZINE HYDROCHLORIDE#TCMDC-124653#BROMOENOL LACTONE#GNF-PF-2941#SALMETEROL XINAFOATE#LY-367265#WIN-55212-2#NICARDIPINE HYDROCHLORIDE#TCMDC-125140#GNF-PF-3832#TRAZODONE HYDROCHLORIDE#TCMDC-123661#MMV396704#VINPOCETINE#SJ000130653#TCMDC-124620#PROMAZINE HYDROCHLORIDE#TRIPROLIDINE HYDROCHLORIDE#BENZETHONIUM CHLORIDE#AG-490#MOXIFLOXACIN#dofetilide#PROADIFEN HYDROCHLORIDE#QUINIDINE#NCG-C00094421-01#MMV000753#RO-256981#KEPONE#AMIODARONE#MMV007363#PHENYLMERCURIC ACETATE#GNF-PF-3889#TCMDC-123585#8-(3-CHLOROSTYRYL)CAFFEINE#SJ000260261#HALOPERIDOL#TCMDC-124834#PIRENPERONE#PIMOZIDE#MMV000326#TRIFLUOPERAZINE HYDROCHLORIDE#TCMDC-124555#DISOPYRAMIDE#TCMDC-124573#OXYMETAZOLINE HYDROCHLORIDE#MMV665961#BEMESETRON#haloperidol#disopyramide#MMV008455#SEMAXANIB#AMOXAPINE#L-741626#MMV396595#VERNAKALANT HYDROCHLORIDE#MMV006656#SJ000043134#CINNARIZINE#TCMDC-124062#RESERPINE#BENZYL SALICYLATE#MMV665980#PYRITHIONE ZINC#TCMDC-123762#SB-204070A#ELLIPTECINE#TCMDC-123798#TCMDC-124127#PROPOFOL#propafenone#lidoflazine#PROPAFENONE#Desmethylastemizole#TCMDC-125236#MMV665817#SJ000117451#NCG-C00093820-01#FLUNARIZINE HYDROCHLORIDE#FLUPIRTINE MALEATE",,",ENSG00000135900"
ENSG00000055332,#RICIN#IFN ALPHA-2B#BCG#IL-3,,",ENSG00000269404"
ENSG00000056291,#KISSPEPTIN-10,,",ENSG00000103249"
ENSG00000057149,#GONADOTROPINS,,",ENSG00000164816"
ENSG00000057252,#DEXAMETHASONE#NIFEDIPINE#LOVASTATIN#URSODEOXYCHOLIC ACID#6-HYDROXYDOPAMINE#ATORVASTATIN#BENFLUOREX#NEVANIMIBE#TESTOSTERONE#EMZETIBE#PACTIMIBE#ATR-101,,",ENSG00000178700,ENSG00000145020,ENSG00000182199,ENSG00000160282,ENSG00000258429,ENSG00000159131,ENSG00000178952,ENSG00000228716,ENSG00000163738,ENSG00000166986,ENSG00000100714,ENSG00000116984,ENSG00000065911,ENSG00000176974,ENSG00000247626"
ENSG00000057593,#COAGULATION FACTOR VIIA#Recombinant factor VIIa PEGylated liposomal#MENADIONE#ANTITHROMBIN#Vatreptacog alfa (activated)#BAX-817#F-7TG#PCI-27483#EPTACOG ALFA (ACTIVATED)#CB-813#EPTACOG ALFA PEGOL (ACTIVATED)#Factor viia#Eptacog alfa intravenous#Activated recombinant FVII-albumin fusion protein#RECOMBINANT NEMATODE ANTICOAGULANT PROTEIN C2#EPTACOG ALFA#COAGULATION FACTOR VIIA,,",ENSG00000140505,ENSG00000166736"
ENSG00000057663,#adalimumab,,",ENSG00000113196,ENSG00000116095,ENSG00000164047"
ENSG00000058085,#OCRIPLASMIN#BST-1005,,",ENSG00000144635"
ENSG00000058404,#CYC-116#LY-2090314#ILORASERTIB#SP-600125#NIFEDIPINE#CENISERTIB#SORAFENIB#LINIFANIB#TAE-684#SOTRASTAURIN#GSK-269962A#IONOMYCIN#CEDIRANIB#VASOPRESSIN#TRIFLUOPERAZINE#HYDROGEN PEROXIDE#Rimacalib#ETHANOL#CAFFEINE#SNS-314,,",ENSG00000182890"
ENSG00000060718,#OCRIPLASMIN#COLLAGENASE CLOSTRIDIUM HISTOLYTICUM,,",ENSG00000102349"
ENSG00000062282,#PMID25470667-Compound-roselipins#PMID25470667-Compound-Figure4-1A#PF-06427878#Vitamin B3#ARI-3037MO,,",ENSG00000139289,ENSG00000114021"
ENSG00000062822,#FLUDARABINE PHOSPHATE#CYTARABINE#CLOFARABINE#HYMENOIC ACID#TROXACITABINE#ASPACYTARABINE#GEMCITABINE HYDROCHLORIDE,,",ENSG00000115486,ENSG00000118785,ENSG00000111087,ENSG00000242252,ENSG00000118965,ENSG00000168710,ENSG00000184260,ENSG00000081853,ENSG00000125845,ENSG00000145192"
ENSG00000063176,#DIMETHYLSPINGOSINE#ABC294640#PHENOXODIOL#ABC-294640#ABC294640,,",ENSG00000175324"
ENSG00000063177,#CYCLOHEXIMIDE#MT-3724#ATALUREN#DORLIMOMAB ARITOX#ELX-02,,",ENSG00000188089,ENSG00000114933,ENSG00000182768,ENSG00000129083,ENSG00000105205,ENSG00000149557,ENSG00000188393,ENSG00000198728"
